geometry_id,system,sample_kind,region,transfer_distance_angstrom,donor_distance_angstrom,qm_energy_eV,old_hstate_energy_eV,component_hstate_energy_eV,raw_component_minus_old_eV,old_force_max_eV_per_angstrom,component_force_max_eV_per_angstrom,component_count,largest_component_edges,qm_relative_eV,old_hstate_relative_eV,component_hstate_relative_eV,old_hstate_residual_eV,component_hstate_residual_eV,relative_component_minus_old_eV
methane_dense_transfer_0005,methane,dense_transfer_scan,transfer_microscope,0.94,1.3857142857,-1115.1376964158392,-17.87188419896907,-17.87188419896907,0.0,1.6105334264527151,1.6105334264527151,4,2,0.6484663417900265,0.3110663060806935,0.3110663060806971,0.33740003570933297,0.3374000357093294,3.552713678800501e-15
methane_dense_transfer_0006,methane,dense_transfer_scan,transfer_microscope,0.96,1.3857142857,-1115.1351620745086,-17.80913774291275,-17.80913774291275,0.0,4.5507546524857405,4.5507546524857325,4,2,0.6510006831206283,0.373812762137014,0.37381276213701753,0.27718792098361433,0.2771879209836108,3.552713678800501e-15
methane_dense_transfer_0007,methane,dense_transfer_scan,transfer_microscope,0.98,1.3857142857,-1115.1297664497174,-17.69771142417335,-17.697711424173356,-7.105427357601002e-15,6.382863116445288,6.382863116445279,4,2,0.6563963079117912,0.4852390808764149,0.4852390808764113,0.17115722703537628,0.17115722703537983,-3.552713678800501e-15
methane_dense_transfer_0008,methane,dense_transfer_scan,transfer_microscope,1.0,1.3857142857,-1115.1220352724151,-17.562201776153294,-17.562201776153298,-3.552713678800501e-15,6.966427954670104,6.966427954670111,4,2,0.6641274852140668,0.6207487288964693,0.6207487288964693,0.04337875631759758,0.04337875631759758,0.0
methane_dense_transfer_0009,methane,dense_transfer_scan,transfer_microscope,1.02,1.3857142857,-1115.1124344217199,-17.426385151601373,-17.426385151601377,-3.552713678800501e-15,6.455156927521131,6.455156927521135,4,2,0.6737283359093453,0.7565653534483907,0.7565653534483907,-0.08283701753904538,-0.08283701753904538,0.0
methane_dense_transfer_0010,methane,dense_transfer_scan,transfer_microscope,1.04,1.3857142857,-1115.1013749950237,-17.30938096855882,-17.309380968558827,-7.105427357601002e-15,5.1343368185465295,5.1343368185465135,4,2,0.6847877626055379,0.8735695364909439,0.8735695364909404,-0.18878177388540607,-0.18878177388540252,-3.552713678800501e-15
methane_dense_transfer_0011,methane,dense_transfer_scan,transfer_microscope,1.06,1.3857142857,-1115.0892179309435,-17.224700641420462,-17.224700641420466,-3.552713678800501e-15,5.713862165471099,5.713862165471099,4,2,0.6969448266856944,0.9582498636293018,0.9582498636293018,-0.2613050369436074,-0.2613050369436074,0.0
methane_dense_transfer_0012,methane,dense_transfer_scan,transfer_microscope,1.08,1.3857142857,-1115.0762782082288,-17.18143597057276,-17.18143597057276,0.0,6.491614426033324,6.491614426033324,4,2,0.7098845494003854,1.0015145344770033,1.001514534477007,-0.29162998507661797,-0.2916299850766215,3.552713678800501e-15
methane_dense_transfer_0013,methane,dense_transfer_scan,transfer_microscope,1.1,1.3857142857,-1115.0628288215808,-17.183099068988902,-17.183099068988902,0.0,8.26682631421278,8.26682631421278,4,2,0.7233339360484479,0.9998514360608617,0.9998514360608652,-0.2765175000124138,-0.27651750001241737,3.552713678800501e-15
methane_dense_transfer_0014,methane,dense_transfer_scan,transfer_microscope,1.12,1.3857142857,-1115.0491047991832,-17.22203069010956,-17.222030690109563,-3.552713678800501e-15,9.960853692346202,9.960853692346195,4,2,0.7370579584460302,0.9609198149402047,0.9609198149402047,-0.22386185649417456,-0.22386185649417456,0.0
methane_dense_transfer_0015,methane,dense_transfer_scan,transfer_microscope,1.14,1.3857142857,-1115.0353068001518,-17.27657813169903,-17.276578131699022,7.105427357601002e-15,10.153199215269805,10.153199215269805,4,2,0.7508559574773699,0.9063723733507345,0.9063723733507452,-0.15551641587336462,-0.15551641587337528,1.0658141036401503e-14
methane_dense_transfer_0016,methane,dense_transfer_scan,transfer_microscope,1.16,1.3857142857,-1115.0216040343857,-17.32086716342923,-17.32086716342923,0.0,9.162709499966034,9.162709499966034,4,2,0.7645587232434536,0.8620833416205329,0.8620833416205365,-0.09752461837707926,-0.09752461837708282,3.552713678800501e-15
methane_dense_transfer_0017,methane,dense_transfer_scan,transfer_microscope,1.18,1.3857142857,-1115.0081373816533,-17.31611574384323,-17.316115743843234,-3.552713678800501e-15,9.771702964393464,9.771702964393464,4,2,0.778025375975858,0.8668347612065332,0.8668347612065332,-0.08880938523067528,-0.08880938523067528,0.0
methane_dense_transfer_0018,methane,dense_transfer_scan,transfer_microscope,1.2,1.3857142857,-1114.995023136077,-17.31025159015739,-17.31025159015739,0.0,9.994123624417492,9.994123624417492,4,1,0.7911396215522473,0.8726989148923749,0.8726989148923785,-0.08155929334012768,-0.08155929334013123,3.552713678800501e-15
methane_dense_transfer_0019,methane,dense_transfer_scan,transfer_microscope,1.22,1.3857142857,-1114.9823559001202,-17.31025159015739,-17.31025159015739,0.0,9.994123624417492,9.994123624417492,4,1,0.8038068575090165,0.8726989148923749,0.8726989148923785,-0.06889205738335846,-0.06889205738336202,3.552713678800501e-15
methane_dense_transfer_0020,methane,dense_transfer_scan,transfer_microscope,1.24,1.3857142857,-1114.9702099342373,-17.31025159015739,-17.31025159015739,0.0,9.994123624417492,9.994123624417492,4,1,0.8159528233918536,0.8726989148923749,0.8726989148923785,-0.056746091500521345,-0.0567460915005249,3.552713678800501e-15
methane_dense_transfer_0021,methane,dense_transfer_scan,transfer_microscope,1.26,1.3857142857,-1114.958641034212,-17.31025159015739,-17.31025159015739,0.0,9.994123624417492,9.994123624417492,4,1,0.8275217234172487,0.8726989148923749,0.8726989148923785,-0.04517719147512622,-0.045177191475129774,3.552713678800501e-15
methane_dense_transfer_0022,methane,dense_transfer_scan,transfer_microscope,1.28,1.3857142857,-1114.9476902637427,-17.31025159015739,-17.31025159015739,0.0,9.994123624417492,9.994123624417492,4,1,0.8384724938864565,0.8726989148923749,0.8726989148923785,-0.03422642100591844,-0.03422642100592199,3.552713678800501e-15
